empty_lines,non_empty_lines,average_line_length,line_length_deviation,words,unique_words,chars,tabulators,spaces,tab_indents,space_indents,prefers_tabs_over_spaces,whitespace_to_character_ratio,comments,comment_readability,one_line_to_all_comments,multi_line_to_all_comments,inline_to_all_comments,unindented_comments_to_all,preprocessor_directives,define_name_readability,using_stl_libraries,all_keywords,if_keywords,else_keywords,for_keywords,while_keywords,switch_keywords,do_keywords,variable_name_readability,custom_types,custom_type_name_readability,functions,function_name_readability,function_average_length,function_length_deviation,function_block_braces,nesting_depth,average_parameter_count,parameter_count_deviation,commands,average_commands_per_line,ternary_operations,negation_operator,uses_united_declarations,uses_range_based_for,MAXDepth,<<<NULL>>>,AbiTagAttr,AccessSpecDecl,ArraySubscriptExpr,BinaryOperator,CStyleCastExpr,CXXBoolLiteralExpr,CXXConstructExpr,CXXConstructorDecl,CXXConversionDecl,CXXCtorInitializer,CXXDependentScopeMemberExpr,CXXDestructorDecl,CXXFunctionalCastExpr,CXXMemberCallExpr,CXXMethodDecl,CXXOperatorCallExpr,CXXRecordDecl,CXXStaticCastExpr,CXXTemporaryObjectExpr,CXXThisExpr,CXXUnresolvedConstructExpr,CallExpr,ClassTemplateSpecialization,CompoundAssignOperator,CompoundStmt,ConditionalOperator,ConstantExpr,CopyAssignment,CopyConstructor,DeclRefExpr,DeclStmt,DefaultConstructor,DefinitionData,DependentNameType,Destructor,EnumConstantDecl,ExprWithCleanups,FieldDecl,ForStmt,FormatAttr,FriendDecl,FunctionDecl,FunctionTemplateDecl,ImplicitCastExpr,IntegerLiteral,MaterializeTemporaryExpr,MemberExpr,MoveAssignment,MoveConstructor,NoThrowAttr,NullStmt,public,ParenExpr,ParenListExpr,ParmVarDecl,PureAttr,ReturnStmt,StringLiteral,TemplateArgument,TemplateSpecializationType,TemplateTypeParmDecl,TypedefDecl,UnaryOperator,UnresolvedLookupExpr,UsingDecl,UsingShadowDecl,WhileStmt,creation_order,author
0,1,15.66666667,13.09313725,202,70,1081,0,389,0,0.716666667,0,0.359851989,32,0.909090909,0,0.90625,0.09375,0,1,0.8,1,6,1,1,3,1,0,0,0.699127907,1,0.861111111,2,0,15,7,1,3,2,2,32,0.533333333,0,0,1,0,1,0,0,1,0,19,0,1,1,3,0,0,0,1,0,1,1,11,2,0,0,0,0,17,0,0,9,0,1,1,1,64,7,1,1,0,2,1,1,0,1,0,0,8,0,56,5,1,1,1,1,0,0,1,2,0,26,0,4,3,0,0,0,0,1,0,0,0,0,0,akazakov
0,1,14.40277778,11.9849374,155,66,1037,0,374,0,0.746031746,0,0.360655738,11,0.857142857,0,0.818181818,0.181818182,0,1,0.8,1,7,2,0,4,0,1,0,0.699564586,1,0.861111111,2,0,17,5,1,3,0.5,0.5,33,0.523809524,0,0,1,0,1,0,0,1,4,21,0,0,3,3,0,0,0,1,0,6,1,14,2,0,0,4,0,29,0,0,12,0,4,1,1,86,14,1,1,0,2,1,0,0,4,0,0,5,0,73,22,0,10,1,1,0,0,1,0,0,16,0,3,7,0,0,0,0,5,2,0,0,0,0,akazakov
0,1,14.51818182,13.09899917,317,94,1597,0,703,0,0.818181818,0,0.440200376,12,0.875,0,0.833333333,0.166666667,0,1,0.8,1,13,3,1,8,1,0,0,0.699564586,1,0.863013699,2,0,16.5,8.5,1,5,0.5,0.5,54,0.545454545,0,0,1,1,1,0,0,1,12,47,1,10,15,3,0,0,26,1,0,22,33,44,8,0,0,12,5,157,2,2,48,0,3,5,5,383,62,5,5,0,6,1,9,0,13,0,0,13,9,178,36,6,63,5,5,0,7,1,2,2,138,0,48,10,0,0,25,5,31,42,0,0,1,0,akazakov
0,1,13.35483871,11.11686938,147,68,828,0,288,0,0.698113208,0,0.347826087,12,0.88,0,0.833333333,0.166666667,0,1,0.8,1,6,1,1,4,0,0,0,0.699564586,1,0.863013699,1,0,20,0,1,4,0,0,27,0.509433962,0,0,0,0,1,0,0,1,0,14,0,1,0,3,0,0,0,1,0,1,1,9,2,0,0,0,0,12,0,0,8,0,1,1,1,47,6,1,1,0,2,1,0,0,3,0,0,3,0,37,8,0,1,1,1,0,0,1,1,0,8,0,1,3,0,0,0,0,4,0,0,0,0,0,akazakov
0,1,16.22018349,14.26291199,333,94,1768,0,732,0,0.804123711,0,0.414027149,12,0.875,0,0.833333333,0.166666667,0,1,0.8,1,13,5,2,6,0,0,0,0.700434153,1,0.863013699,3,0,20.33333333,7.111111111,1,3,1.333333333,0.888888889,56,0.577319588,1,0,1,0,1,0,0,15,11,32,0,5,12,3,0,0,0,1,0,38,21,17,50,0,0,0,2,126,36,1,32,0,3,36,36,216,31,36,36,0,37,2,8,24,8,0,0,45,19,230,44,4,38,36,36,3,0,15,0,0,116,0,9,5,0,0,68,7,14,27,6,9,2,0,akazakov
0,1,13.65030675,12.8764296,454,119,2225,0,981,0,0.815068493,0,0.440898876,1,1,1,0,0,0,1,0.8,1,14,5,1,7,1,0,0,0.701298701,1,0.87012987,6,0.333333333,9.666666667,4,1,4,0.833333333,0.833333333,77,0.52739726,0,0,1,0,1,0,0,1,0,35,0,1,0,3,0,0,0,1,0,1,1,9,2,0,0,0,0,13,0,0,18,0,1,1,1,64,3,1,1,0,2,1,0,0,1,0,0,4,0,58,27,0,1,1,1,0,0,1,2,0,12,0,13,3,0,0,0,0,1,0,0,0,0,0,akazakov
0,1,15.01666667,13.1127451,315,121,1802,0,716,0,0.785046729,0,0.397336293,1,1,1,0,0,0,1,0.8,1,12,4,1,5,1,0,1,0.701298701,1,0.87012987,3,0.666666667,13,4,1,4,0.333333333,0.444444444,56,0.523364486,0,0,0,0,1,0,0,1,0,11,0,2,0,3,0,0,0,1,0,1,1,10,2,0,0,0,0,15,0,4,13,0,1,1,1,54,8,1,1,0,2,1,0,0,2,0,0,4,0,48,15,0,1,1,1,0,0,1,0,0,11,0,3,4,0,0,0,0,5,0,0,0,1,0,akazakov
0,1,13.85981308,12.0853465,266,99,1483,0,546,0,0.755319149,0,0.368172623,1,1,1,0,0,0,1,0.8,1,7,2,1,2,2,0,0,0.701298701,1,0.87012987,3,0.666666667,9,8,1,4,0.666666667,0.888888889,44,0.468085106,1,0,1,0,1,0,0,1,0,15,0,2,4,3,0,0,7,1,0,4,8,17,6,0,0,3,1,33,0,2,16,0,1,3,3,93,17,3,3,0,4,1,3,0,3,0,0,8,0,52,13,2,13,3,3,0,0,1,1,1,37,0,5,3,0,0,5,21,6,3,3,3,1,0,akazakov
0,1,11.98941799,10.35635484,447,54,2266,477,621,154,0.962162162,1,0.484554281,26,0.952380952,0.307692308,0.692307692,0,0,1,0.801369863,0,52,18,4,30,0,0,0,0.700288184,1,0.87012987,0,0,0,0,3,3,0,0,144,0.778378378,0,0,1,0,1,0,0,1,0,22,0,10,12,3,0,0,0,1,0,6,1,28,2,0,0,4,2,45,0,0,26,0,1,1,1,146,25,1,1,0,2,1,8,0,10,0,0,21,1,153,18,6,10,1,1,3,0,1,0,0,44,0,6,8,0,0,2,1,18,3,3,3,0,0,akhtyamovpavel
0,1,15.76923077,8.21659919,105,45,615,57,54,29,0.763157895,1,0.180487805,1,1,1,0,0,0,1,0.801369863,1,3,1,0,2,0,0,0,0.699712644,1,0.87012987,0,0,0,0,3,3,0,0,28,0.736842105,0,0,1,0,1,0,0,1,8,95,4,6,5,3,0,0,14,1,0,10,10,61,2,0,2,32,2,123,0,2,39,6,4,1,1,272,28,1,1,0,2,4,6,0,10,15,0,50,5,267,82,8,48,1,1,4,0,1,36,0,121,1,12,11,0,0,6,1,29,27,21,21,3,0,akhtyamovpavel
0,1,13.12962963,9.544025157,133,40,709,104,85,46,0.867924528,1,0.266572638,0,0,0,0,0,0,1,0.801369863,1,11,4,0,7,0,0,0,0.697707736,1,0.87012987,0,0,0,0,3,3,0,0,40,0.754716981,0,0,0,0,1,0,0,1,0,10,0,0,0,3,0,0,0,1,0,0,1,9,2,0,0,4,2,15,0,3,6,0,1,1,1,54,9,1,1,0,2,1,0,0,1,0,0,19,1,49,7,0,4,1,1,3,0,1,0,0,40,0,4,7,0,0,2,1,1,3,3,3,1,0,akhtyamovpavel
0,1,13.92156863,7.950196078,118,60,710,19,157,0,0.468085106,0,0.247887324,0,0,0,0,0,0,1,0.790540541,1,4,1,0,3,0,0,0,0.697707736,1,0.87012987,0,0,0,0,3,3,0,0,22,0.468085106,0,0,1,0,1,0,0,1,0,18,0,1,1,3,0,0,0,1,0,0,1,16,2,0,0,4,2,21,0,0,13,0,1,1,1,71,12,1,1,0,2,1,1,0,5,0,0,19,1,61,22,1,4,1,1,3,0,1,0,0,40,0,4,9,0,0,2,1,6,3,3,3,0,0,akhtyamovpavel
0,1,13.64772727,10.46486416,218,79,1201,82,445,13,0.728395062,1,0.438800999,0,0,0,0,0,0,1,0.790540541,1,12,3,1,8,0,0,0,0.694721826,1,0.87012987,0,0,0,0,3,4,0,0,50,0.617283951,0,1,0,0,1,0,0,1,0,8,0,0,0,3,0,0,0,1,0,0,1,9,2,0,0,0,0,11,0,0,4,0,1,1,1,42,6,1,1,0,2,1,0,0,3,0,0,2,0,35,7,0,0,1,1,0,0,1,1,0,6,0,1,7,0,0,0,0,4,0,0,0,0,0,akhtyamovpavel
0,1,12.55479452,13.80354275,364,97,1833,0,1359,0,0.923076923,0,0.741407529,4,0.875,1,0,0,0,1,0.790540541,1,22,10,1,10,1,0,0,0.693181818,1,0.87012987,1,0,38,0,1,6,2,0,75,0.641025641,0,0,1,0,1,0,0,1,0,31,0,5,14,3,0,0,0,1,0,21,1,36,2,0,1,0,0,64,0,0,16,0,1,1,1,183,19,1,1,0,2,1,7,0,8,0,0,4,0,174,24,6,23,1,1,0,0,1,0,0,13,0,2,8,0,0,0,0,11,0,0,0,0,0,akhtyamovpavel
0,1,11.88659794,10.81282216,198,78,1153,2,699,0,0.719101124,0,0.607979185,0,0,0,0,0,0,1,0.790540541,1,13,6,2,3,2,0,0,0.693181818,1,0.87012987,2,0.5,6.5,1.5,1,3,1.5,0.5,45,0.505617978,0,1,0,0,1,0,0,1,4,61,0,7,7,3,0,0,27,1,0,24,17,80,2,1,0,38,0,166,0,2,42,2,1,1,1,315,33,1,1,0,2,1,3,0,15,0,0,6,3,308,47,0,69,1,1,0,0,1,14,0,35,0,16,15,0,0,5,0,28,34,0,0,0,0,akhtyamovpavel
0,1,12.83739837,9.990203918,310,91,1579,122,361,39,0.759259259,1,0.305889804,3,1,1,0,0,0,1,0.790540541,1,16,7,0,8,1,0,0,0.693617021,1,0.87012987,2,0,21.5,6.5,1,4,1.5,0.5,66,0.611111111,0,0,1,0,1,0,0,1,4,94,0,3,0,3,0,0,27,1,0,2,17,53,2,1,0,38,0,120,0,1,38,2,1,1,1,241,21,1,1,0,2,1,5,0,6,0,0,7,3,207,58,5,47,1,1,0,0,1,21,0,35,0,19,15,0,0,5,0,17,34,0,0,0,0,akhtyamovpavel
0,1,13.75806452,12.996984,307,91,1706,6,1004,0,0.765765766,0,0.592028136,2,0.714285714,1,0,0,0,1,0.790540541,1,17,6,1,10,0,0,0,0.690677966,1,0.87012987,2,0.5,18.5,9.5,1,5,1,0,73,0.657657658,0,2,0,0,1,0,0,1,4,23,0,5,7,3,0,0,27,1,0,6,17,45,2,1,0,38,0,109,0,0,27,2,1,1,1,152,18,1,1,0,2,1,5,0,6,0,0,4,3,126,17,3,51,1,1,0,0,1,14,0,31,0,13,13,0,0,5,0,16,34,0,0,1,0,akhtyamovpavel
0,1,11.82352941,13.91220369,153,39,804,2,604,0,1.01754386,0,0.753731343,2,1,1,0,0,0,1,0.790540541,1,9,2,0,7,0,0,0,0.690677966,1,0.87012987,0,0,0,0,3,4,0,0,42,0.736842105,0,0,0,0,2,0,0,1,3,6,0,0,0,3,0,0,0,1,0,0,1,2,2,0,0,4,2,13,0,0,5,0,1,1,1,37,4,1,1,0,2,1,0,0,2,0,0,19,1,50,3,0,4,1,1,3,0,1,0,0,40,0,3,9,0,0,2,1,3,3,3,3,0,0,Akitsukineko
0,1,9.536082474,16.56819158,174,28,925,3,1315,0,1.035294118,0,1.424864865,1,1,1,0,0,0,1,0.790540541,1,25,9,9,7,0,0,0,0.690677966,1,0.87012987,0,0,0,0,3,4,0,0,44,0.517647059,0,0,0,0,3,0,0,1,18,39,0,0,0,3,0,0,0,1,0,0,1,2,2,0,0,4,2,14,0,0,12,0,1,1,1,90,7,1,1,0,2,1,2,0,3,0,0,19,1,97,32,2,4,1,1,3,0,1,4,0,40,0,3,8,0,0,2,1,13,3,3,3,0,0,Akitsukineko
0,1,10.5106383,11.62580944,91,37,494,4,319,0,0.974358974,0,0.653846154,1,1,1,0,0,0,1,0.790540541,1,4,1,1,1,1,0,0,0.690677966,1,0.87012987,0,0,0,0,3,3,0,0,23,0.58974359,0,0,0,0,3,0,8,7,33,247,0,49,7,8,0,0,203,4,1,22,132,150,16,8,0,142,21,383,12,22,184,11,1,8,8,1040,136,8,8,0,12,1,3,1,9,0,0,136,33,391,110,3,295,8,8,3,0,4,26,8,701,1,80,11,0,0,77,22,155,121,16,15,13,0,Akitsukineko
0,1,8.694117647,12.66946779,137,47,739,1,680,0,0.984848485,0,0.921515562,8,0.818181818,1,0,0,0.875,1,0.790540541,1,13,5,2,6,0,0,0,0.690677966,1,0.87012987,0,0,0,0,3,3,0,0,34,0.515151515,0,0,1,0,2,0,0,1,2,26,0,0,0,3,0,0,0,1,0,0,1,2,2,0,0,4,2,12,0,1,6,0,1,1,1,57,4,1,1,0,2,1,1,0,3,0,0,19,1,60,12,1,4,1,1,3,0,1,7,0,40,0,3,8,0,0,2,1,7,3,3,3,0,0,Akitsukineko
0,1,9.722222222,14.85664336,285,50,1400,3,1532,0,1.110169492,0,1.096428571,10,0.928571429,1,0,0,0,1,0.790540541,1,24,7,3,14,0,0,0,0.690677966,1,0.87012987,1,0,9,0,2,4,1,0,70,0.593220339,0,0,0,0,3,0,8,7,55,246,0,49,7,8,0,0,203,4,1,22,132,150,16,8,0,142,21,395,12,25,190,11,1,8,8,1082,139,8,8,0,12,1,6,1,9,0,0,136,33,462,132,6,295,8,8,3,0,4,26,8,705,1,77,13,0,0,77,22,156,121,16,15,13,0,Akitsukineko
0,1,7.7,10.72711864,94,35,462,2,414,0,1.111111111,0,0.9004329,1,1,1,0,0,0,1,0.790540541,1,6,2,1,3,0,0,0,0.690677966,1,0.87012987,0,0,0,0,3,3,0,0,28,0.622222222,0,0,0,0,3,0,0,1,15,17,0,0,0,3,0,0,0,1,0,0,1,2,2,0,0,4,2,20,0,0,10,0,1,1,1,86,6,1,1,0,2,1,0,0,5,0,0,20,1,99,18,0,4,1,1,3,0,1,3,0,41,0,6,12,0,0,2,1,12,3,3,3,0,0,Akitsukineko
0,1,11.67,14.56777778,222,47,1167,2,998,0,1.153846154,0,0.856898029,3,1,1,0,0,0,1,0.790540541,1,18,5,4,9,0,0,0,0.690677966,1,0.87012987,0,0,0,0,3,4,0,0,51,0.653846154,0,0,0,0,2,0,0,1,11,22,0,0,0,3,0,0,0,1,0,0,1,2,2,0,0,4,2,24,0,2,8,0,1,1,1,86,7,1,1,0,2,1,1,0,5,0,0,36,1,87,10,2,13,1,1,3,0,1,4,8,87,12,4,10,0,0,2,1,8,11,9,9,0,0,Akitsukineko
0,1,11.7752809,14.32660878,175,35,1048,1,793,0,1,0,0.757633588,1,1,1,0,0,0,1,0.790540541,1,20,10,8,1,1,0,0,0.690677966,1,0.87012987,0,0,0,0,3,2,0,0,37,0.493333333,0,0,0,0,2,0,0,1,14,33,0,0,0,3,0,0,0,1,0,0,1,2,2,0,0,4,2,26,0,1,11,0,1,1,1,101,9,1,1,0,2,1,0,0,7,0,0,37,1,106,24,0,16,1,1,3,0,1,10,8,87,12,5,13,0,0,2,1,11,11,9,9,1,0,Akitsukineko
0,1,9.52173913,11.56457801,119,36,657,2,500,0,1.156862745,0,0.764079148,4,0.875,1,0,0,0,1,0.790540541,1,6,1,1,4,0,0,0,0.690677966,1,0.87012987,0,0,0,0,3,4,0,0,37,0.725490196,0,0,0,0,3,0,0,1,17,18,0,0,0,3,0,0,0,1,0,0,1,2,2,0,0,4,2,25,0,1,13,0,1,1,1,104,8,1,1,0,2,1,1,0,4,0,0,25,3,117,12,1,4,1,1,3,0,1,1,0,52,0,9,11,0,0,6,1,14,7,3,3,1,0,Akitsukineko
0,1,10.67346939,13.05187075,116,37,523,0,451,0,0.866666667,0,0.862332696,0,0,0,0,0,0,1,0.790540541,1,9,2,2,5,0,0,0,0.690677966,1,0.87012987,0,0,0,0,3,3,0,0,32,0.711111111,0,0,1,0,1,0,0,1,0,3,0,0,2,3,0,0,0,1,0,2,1,0,2,0,0,0,0,6,0,0,2,0,1,1,1,20,4,1,1,0,2,1,1,0,1,0,0,2,0,20,3,1,2,1,1,0,0,1,0,0,6,0,1,4,0,0,0,0,2,0,0,0,0,0,AKM
0,1,11.61538462,14.30769231,58,26,302,0,210,0,0.869565217,0,0.695364238,0,0,0,0,0,0,1,0.790540541,0,2,0,0,1,1,0,0,0.691114245,1,0.87012987,0,0,0,0,3,3,0,0,15,0.652173913,0,0,1,0,1,0,0,1,0,13,0,0,4,3,0,0,0,1,0,2,1,6,2,0,0,0,0,16,0,1,4,0,1,1,1,50,9,1,1,0,2,1,3,0,2,0,0,6,0,52,8,3,2,1,1,0,0,1,3,0,17,0,2,4,0,0,0,0,3,0,0,0,0,0,AKM
0,1,11.73170732,14.87439024,103,27,481,0,437,0,0.894736842,0,0.908523909,0,0,0,0,0,0,1,0.790540541,0,12,3,2,7,0,0,0,0.691114245,1,0.87012987,0,0,0,0,3,4,0,0,33,0.868421053,0,0,1,0,1,0,0,1,3,5,0,0,5,3,0,0,0,1,0,1,1,1,2,0,0,0,0,8,0,0,6,0,1,1,1,29,7,1,1,0,2,1,3,0,2,0,0,3,0,35,5,3,1,1,1,0,0,1,0,0,6,0,3,8,0,0,0,0,4,0,0,0,0,0,AKM
0,1,9.636363636,13.63203463,50,21,212,0,176,0,0.842105263,0,0.830188679,0,0,0,0,0,0,1,0.790540541,0,4,1,0,3,0,0,0,0.691114245,1,0.87012987,0,0,0,0,3,3,0,0,15,0.789473684,0,0,1,0,1,0,0,1,0,3,0,0,2,3,0,0,0,1,0,2,1,0,2,0,0,0,0,6,0,0,2,0,1,1,1,20,4,1,1,0,2,1,1,0,1,0,0,2,0,20,3,1,2,1,1,0,0,1,0,0,6,0,1,4,0,0,0,0,2,0,0,0,0,0,AKM
0,1,11.15625,13.61160714,150,48,714,0,673,0,0.819672131,0,0.942577031,1,0.666666667,1,0,0,0,1,0.790540541,1,12,3,1,4,3,0,1,0.691114245,1,0.87012987,0,0,0,0,3,4,0,0,39,0.639344262,0,0,1,0,1,0,0,1,0,3,0,0,2,3,0,0,0,1,0,2,1,0,2,0,0,0,0,6,0,0,2,0,1,1,1,20,4,1,1,0,2,1,1,0,1,0,0,2,0,20,3,1,2,1,1,0,0,1,0,0,6,0,1,4,0,0,0,0,2,0,0,0,0,0,AKM
0,1,12.73333333,15.27715356,259,55,1146,0,1037,0,0.860465116,0,0.904886562,10,0.769230769,0.1,0.9,0,0,1,0.790540541,1,16,3,2,7,4,0,0,0.690140845,1,0.87012987,1,1,4,0,2,5,1,0,56,0.651162791,1,0,0,0,1,0,0,1,0,3,0,0,2,3,0,0,0,1,0,2,1,0,2,0,0,0,0,6,0,0,2,0,1,1,1,20,4,1,1,0,2,1,1,0,1,0,0,2,0,20,3,1,2,1,1,0,0,1,0,0,6,0,1,4,0,0,0,0,2,0,0,0,0,0,AKM
0,1,11.60759494,12.14086336,207,49,917,0,549,0,0.736842105,0,0.598691385,2,0.75,0,1,0,0,1,0.790540541,1,15,9,1,5,0,0,0,0.690576653,1,0.87012987,3,1,16.33333333,4.888888889,2,4,3,1.333333333,45,0.592105263,0,0,1,0,1,0,0,1,28,25,0,1,2,3,0,0,0,1,0,8,1,9,2,0,2,0,0,27,0,3,12,0,1,1,1,135,14,1,1,0,2,1,4,0,3,0,0,6,0,172,17,4,17,1,1,0,0,1,1,0,13,0,8,4,0,0,0,0,11,0,0,0,3,0,AKM
0,1,13.25,12.29477612,207,45,901,0,526,0,0.8,0,0.583795782,0,0,0,0,0,0,1,0.790540541,1,19,9,4,6,0,0,0,0.690576653,1,0.87012987,1,1,34,0,2,4,1,0,46,0.707692308,0,0,0,0,1,0,0,1,0,3,0,0,2,3,0,0,0,1,0,2,1,0,2,0,0,0,0,6,0,0,2,0,1,1,1,20,4,1,1,0,2,1,1,0,1,0,0,2,0,20,3,1,2,1,1,0,0,1,0,0,6,0,1,4,0,0,0,0,2,0,0,0,0,0,AKM
0,1,8.744186047,12.01605759,83,34,376,0,385,0,0.85,0,1.02393617,0,0,0,0,0,0,1,0.790540541,1,6,2,1,2,1,0,0,0.690576653,1,0.87012987,0,0,0,0,3,3,0,0,24,0.6,0,0,1,0,1,0,0,1,0,3,0,0,2,3,0,0,0,1,0,2,1,0,2,0,0,0,0,6,0,0,2,0,1,1,1,20,4,1,1,0,2,1,1,0,1,0,0,2,0,20,3,1,2,1,1,0,0,1,0,0,6,0,1,4,0,0,0,0,2,0,0,0,0,0,AKM
0,1,17.84684685,13.61801802,378,108,1981,0,517,0,0.572916667,0,0.260979303,3,1,1,0,0,1,1,0.791946309,1,15,2,2,11,0,0,0,0.689606742,1,0.87012987,2,1,12.5,0.5,1,6,2,0,66,0.6875,0,0,0,1,2,0,0,1,6,32,0,0,0,3,0,0,0,1,0,0,1,11,2,0,0,0,0,22,0,1,6,0,1,1,1,106,3,1,1,0,2,1,0,0,3,0,0,11,0,79,8,0,0,1,1,0,0,1,0,8,29,3,1,3,0,0,0,0,11,8,3,3,4,0,aknow
0,1,14.16753927,13.32433177,558,116,2706,0,970,0,0.7625,0,0.358462676,6,0.8,1,0,0,1,1,0.791946309,1,47,17,9,19,2,0,0,0.690042076,1,0.87012987,3,0.666666667,7.666666667,0.888888889,1,6,0,0,117,0.73125,0,0,1,0,2,0,0,2,55,176,6,33,0,36,1,39,78,4,0,2,78,56,189,4,0,43,7,242,10,5,120,7,15,15,15,685,62,15,15,0,19,11,0,19,22,0,1,30,49,353,117,0,127,15,15,1,7,1,41,43,293,1,82,10,0,0,358,119,57,104,4,4,2,0,aknow
0,1,18.65116279,13.93570451,313,99,1604,0,354,0,0.478873239,0,0.220698254,4,1,1,0,0,0.75,1,0.791946309,1,8,0,0,7,1,0,0,0.690042076,1,0.87012987,1,1,14,0,1,6,3,0,50,0.704225352,0,0,1,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,31,2,0,0,0,0,0,0,0,1,0,0,2,0,27,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,1,0,aknow
0,1,17.31132075,13.85813118,340,108,1835,0,685,0,0.615384615,0,0.373297003,3,1,1,0,0,1,1,0.791946309,1,15,3,0,11,0,1,0,0.690042076,1,0.87012987,0,0,0,0,3,6,0,0,64,0.703296703,0,0,0,0,2,0,0,1,4,23,0,0,0,3,0,0,0,1,0,0,1,14,2,0,0,0,0,15,0,0,7,0,1,1,1,77,2,1,1,0,2,1,0,0,7,0,0,3,0,52,19,0,0,1,1,0,0,1,0,0,7,0,0,4,0,0,0,0,10,0,0,0,0,0,aknow
0,1,14.595,12.84630653,580,129,2919,0,854,0,0.732142857,0,0.292565947,73,0.916666667,0.054794521,0.917808219,0.02739726,0.04109589,1,0.791946309,1,31,13,2,16,0,0,0,0.69047619,1,0.87012987,9,0.333333333,11.22222222,5.086419753,1,6,0.666666667,0.592592593,116,0.69047619,0,0,1,0,2,0,0,1,0,10,0,0,0,3,0,0,0,1,0,0,1,9,2,0,0,0,0,10,0,0,3,0,1,1,1,41,2,1,1,0,2,1,0,0,3,0,0,3,0,31,5,0,0,1,1,0,0,1,1,0,7,0,0,2,0,0,0,0,4,0,0,0,0,0,aknow
0,1,17.76923077,14.40520043,496,115,2541,0,523,0,0.661016949,0,0.205824479,4,1,1,0,0,0.75,1,0.791946309,1,19,5,3,11,0,0,0,0.69047619,1,0.87012987,3,0.333333333,10.33333333,5.777777778,1,6,0.666666667,0.444444444,83,0.703389831,0,0,1,1,2,0,0,1,18,30,0,0,4,3,0,0,0,1,0,8,1,15,2,0,0,0,0,25,0,0,7,0,1,1,1,115,4,1,1,0,2,1,1,0,8,0,0,3,0,101,17,1,8,1,1,0,0,1,0,0,7,0,0,4,0,0,0,0,10,0,0,0,2,0,aknow
0,1,16.2345679,12.21126543,236,94,1315,0,364,0,0.462686567,0,0.276806084,4,1,1,0,0,0.75,1,0.791946309,1,4,1,0,3,0,0,0,0.69047619,1,0.87012987,0,0,0,0,3,4,0,0,38,0.567164179,0,0,1,0,2,0,0,1,18,30,0,0,6,3,0,0,0,1,0,7,1,24,2,0,0,0,2,37,0,1,10,0,1,1,1,138,6,1,1,0,2,1,3,0,7,0,0,20,1,134,22,4,7,1,1,3,0,1,0,0,41,0,4,3,0,0,2,1,9,1,3,3,0,0,aknow
0,1,14.12345679,12.91572732,432,122,2288,0,697,0,0.776923077,0,0.304632867,3,1,1,0,0,1,1,0.791946309,1,16,4,2,10,0,0,0,0.690376569,1,0.871794872,4,1,16.25,6.75,1,4,0.5,0.5,85,0.653846154,0,0,0,1,2,0,0,1,23,46,0,0,0,3,0,0,0,1,0,0,1,10,2,0,0,0,0,14,0,0,9,0,1,1,1,116,2,1,1,0,2,1,1,0,8,0,0,3,0,101,30,1,0,1,1,0,0,1,0,0,7,0,1,2,0,0,0,0,10,0,0,0,0,0,aknow
0,1,15.37654321,12.1293229,443,137,2491,0,565,0,0.666666667,0,0.22681654,7,0.833333333,1,0,0,0.428571429,1,0.791946309,1,13,3,0,8,1,0,1,0.691666667,1,0.871794872,7,0.857142857,9.857142857,3.591836735,1,4,0.428571429,0.489795918,91,0.674074074,0,0,0,1,2,0,0,1,3,13,0,0,0,3,0,0,0,1,0,0,1,9,2,0,0,0,0,11,0,0,6,0,1,1,1,55,2,1,1,0,2,1,0,0,2,0,0,3,0,39,6,0,0,1,1,0,0,1,0,0,7,0,0,2,0,0,0,0,7,0,0,0,1,0,aknow
0,1,15.59493671,12.40116845,239,71,1232,145,83,57,1,1,0.185064935,9,0.941176471,0.333333333,0.666666667,0,0,1,0.791946309,1,11,3,2,6,0,0,0,0.692094313,1,0.871794872,0,0,0,0,3,4,0,0,47,0.671428571,0,0,0,0,1,0,0,1,40,82,0,3,2,3,0,0,0,1,0,12,1,25,2,0,0,4,2,58,0,3,36,2,1,1,1,240,21,1,1,0,2,1,12,0,12,0,0,23,1,259,70,28,46,1,1,3,0,1,7,0,46,0,10,14,0,0,2,1,18,3,3,3,2,0,akrasuski1
0,1,14.91089109,13.30284222,628,143,3012,565,257,170,1.010695187,1,0.272908367,196,0.977443609,0.030612245,0.903061224,0.066326531,0,1,0.793333333,1,56,28,8,20,0,0,0,0.692520776,1,0.873417722,1,1,66,0,1,3,3,0,106,0.56684492,0,1,1,0,1,0,0,1,0,26,0,0,0,3,0,0,0,1,0,0,1,9,2,0,0,4,2,22,0,2,12,0,1,1,1,88,14,1,1,0,2,1,2,0,3,0,0,24,1,93,16,3,4,1,1,3,0,1,4,0,55,0,5,7,0,0,2,1,3,3,3,3,1,0,akrasuski1
